2
433 6546
215 368 7404
34 412 5632
167 47 3414
233 315 99
383 101 1240
150 253 1166
304 50 3210
173 123 5646
305 38 7809
303 414 5
381 83 4411
170 396 8279
141 111 6250
76 162 9086
137 355 2054
259 318 6028
193 165 2079
2 76 8177
336 371 6303
322 389 9477
31 312 6924
316 112 1532
368 46 702
390 406 8689
420 23 6853
66 175 7417
20 331 5104
84 194 2834
17 50 1038
1 85 579
217 84 8693
260 296 2785
333 399 4837
308 211 6747
100 133 3600
251 417 1016
206 396 6119
353 335 5305
16 232 2694
316 333 3272
8 348 8317
88 6 7453
20 143 8641
388 100 3254
45 113 5469
5 55 4347
112 68 6470
340 191 7977
230 147 4304
17 112 7748
352 213 7908
431 112 1496
153 415 6208
264 314 3282
128 236 5747
415 191 5980
299 229 4147
197 283 731
57 407 9798
52 111 8071
211 290 2692
207 39 9485
210 261 3104
39 115 5255
177 235 2683
275 182 8989
397 289 4242
416 103 1858
11 305 6197
248 257 9951
372 319 41
395 386 3839
220 407 6092
78 302 8144
150 151 6898
280 339 6876
263 252 9722
239 39 961
290 301 8568
399 379 6848
10 180 9898
338 361 5627
158 58 1881
86 224 1219
247 160 3275
218 296 3795
152 284 1461
353 279 7717
10 421 9645
172 292 9745
392 21 3385
293 409 5960
49 305 3305
210 302 4877
366 340 9578
314 289 2793
148 72 7160
59 103 9623
281 431 2040
216 75 3311
391 210 682
288 418 3251
421 295 4854
312 411 1584
326 61 1583
68 65 8100
6 329 8012
148 56 3743
399 86 6253
398 303 463
319 418 9570
334 186 3473
326 315 4150
250 91 3480
329 159 5386
126 264 3142
423 167 6895
204 184 4457
114 286 7193
94 167 3802
144 423 1325
84 416 2202
293 203 6041
395 49 8850
259 64 5506
64 13 1937
243 343 936
61 311 9662
177 249 441
197 394 8960
57 114 4881
386 67 5237
407 363 9631
360 295 6564
316 388 323
316 110 2490
288 246 1165
77 361 710
200 109 1219
374 223 5298
143 346 3407
243 396 4173
392 8 8364
259 206 6481
248 229 4707
151 143 5723
299 375 2671
30 275 5148
314 406 1260
355 103 903
401 241 7877
203 261 9858
120 305 9049
140 60 1489
26 331 5084
125 326 8987
421 11 1486
133 89 9868
202 135 146
224 231 2760
137 402 6669
197 316 5809
127 389 2712
424 321 9714
384 126 3377
179 226 376
162 427 3200
407 302 3014
312 413 6879
144 82 6012
32 172 5712
98 265 9384
2 395 3905
157 140 4934
25 392 8009
232 142 1483
30 135 7431
246 37 8523
87 207 9906
194 432 5545
317 295 6340
87 316 2873
197 279 8648
90 84 5417
67 222 8317
283 110 5135
342 331 2152
78 285 9909
240 266 5570
12 288 1984
79 40 5557
216 410 9309
143 388 1753
384 294 2896
93 213 1507
291 304 4610
127 384 8932
313 46 4025
430 205 9253
10 362 1496
68 407 3116
52 70 3472
127 165 4652
118 92 4208
142 218 9776
380 154 3014
393 85 1754
143 410 6132
61 334 1964
421 232 1861
213 384 5015
92 129 468
331 257 4742
232 75 9186
188 358 2866
188 347 6802
175 247 9776
429 26 6643
238 320 3664
128 83 3703
368 260 1449
157 245 8808
236 34 2386
81 190 2991
156 424 7167
332 299 6419
35 432 1710
114 312 1971
340 373 7578
182 284 1432
102 228 4083
143 71 5942
141 208 3186
184 87 6817
10 420 1042
223 80 5638
308 356 9968
93 389 9435
305 195 6522
63 152 9543
355 188 4008
167 66 3987
358 59 7242
427 62 7572
63 145 7809
58 431 3523
253 397 5163
40 145 8858
145 373 305
203 65 4111
127 224 9388
226 19 4878
115 129 5742
162 191 717
198 50 9146
81 10 1842
150 183 4280
21 397 1817
148 257 9129
180 270 1088
6 414 4533
71 191 4491
112 264 5959
339 201 2122
315 179 6148
101 233 2727
364 98 6551
243 188 7588
50 220 5272
143 52 2477
367 322 8745
7 198 7140
223 296 2591
72 154 1396
157 256 1126
39 401 9589
425 2 307
160 172 4794
162 386 4612
134 101 7361
120 17 9854
320 378 7832
303 199 3467
192 318 5205
119 329 3762
182 197 8284
208 45 6964
271 307 432
265 300 4153
104 120 3607
173 430 6233
222 96 6563
352 222 5441
406 415 5176
189 127 7890
253 347 6082
196 229 2479
3 332 6335
115 43 2532
65 385 5398
230 410 4705
30 224 5551
423 133 1425
185 11 4919
159 161 3778
399 149 9129
286 127 558
327 34 1077
28 114 9126
337 26 5669
371 276 770
145 203 1578
14 255 2277
159 244 9037
111 184 4357
364 329 1055
354 304 4710
207 389 1342
276 151 8678
173 177 7221
314 172 6929
188 119 387
92 100 4157
182 421 3679
111 139 480
312 188 8801
1 228 1076
293 130 9782
107 333 1255
38 147 4376
361 164 896
99 164 5518
367 76 7440
192 289 7144
66 293 3194
345 398 9369
314 254 7501
412 306 1794
414 422 9678
247 373 276
9 178 1962
159 49 2799
147 1 4040
69 174 7535
114 348 729
187 170 6449
24 50 3949
234 384 2095
206 13 1772
103 146 8399
332 114 360
143 68 9511
55 144 2932
123 177 2687
63 50 9872
91 391 2647
157 212 1166
392 57 2056
371 293 7876
229 1 5269
356 315 1747
410 161 1752
230 339 2813
375 24 2971
370 331 4888
187 355 760
373 178 7939
39 231 2144
126 106 4287
292 272 4772
131 2 139
246 329 5119
48 78 6312
380 350 4110
349 27 6046
25 50 2850
19 350 3673
330 396 9760
255 25 2261
408 329 243
412 394 4808
181 379 6317
341 32 7926
362 212 8920
14 34 8337
353 94 6047
290 137 1050
151 102 4510
103 65 4835
353 213 9900
397 316 1325
408 179 856
296 1 6597
85 324 1360
300 390 820
336 144 3511
217 183 6545
273 51 1508
218 16 3247
205 408 9698
53 66 8335
250 150 2945
386 277 7702
399 81 6215
362 340 1647
423 206 45
365 269 610
110 139 661
306 271 9013
263 398 5223
420 51 8589
65 103 7565
432 45 8469
35 433 1929
151 257 513
30 340 2557
50 423 459
105 405 5269
316 37 7848
287 373 9381
433 173 9767
361 386 6683
172 222 984
56 109 2915
160 408 6538
273 51 9026
231 180 7535
306 135 4963
300 389 9167
130 336 691
97 335 8288
216 42 3939
100 2 588
229 340 4994
86 97 665
374 40 5601
24 323 6198
158 342 9417
392 351 5918
189 195 4714
390 129 3730
18 398 5204
177 145 9403
220 31 4795
105 225 9661
194 401 865
309 414 4610
74 357 7707
404 245 1776
409 231 4665
151 78 9402
312 158 2104
429 20 5807
384 332 5142
382 373 5727
360 261 7748
9 159 2933
189 358 8817
503
276 78
38 139
145 73
145 246
348 183
430 42
387 224
2 160
105 370
433 367
199 219
267 248
34 66
427 197
360 305
9 122
1 382
338 241
353 110
240 168
239 389
154 369
418 402
308 408
66 80
376 100
279 202
313 388
30 345
359 36
414 402
172 93
419 303
202 63
105 153
382 377
90 17
94 382
237 42
24 155
384 75
395 102
2 37
223 9
42 85
304 24
160 73
179 47
39 286
231 30
141 130
414 42
229 16
384 341
299 179
170 380
107 292
312 182
293 28
218 152
212 297
169 99
265 60
31 130
223 56
22 424
25 171
388 231
218 413
118 359
424 242
173 124
325 432
354 218
382 371
91 98
412 223
237 122
3 242
210 176
89 288
404 136
34 224
361 34
50 25
361 116
304 198
347 168
427 279
412 166
395 423
226 190
345 267
257 9
231 19
118 394
137 98
167 187
234 56
380 419
359 253
117 314
332 156
135 300
309 56
24 76
251 327
90 38
241 78
305 381
359 344
348 285
104 150
386 84
272 133
38 318
192 177
384 111
347 256
404 272
129 35
71 92
362 301
288 331
248 98
348 301
231 165
290 82
137 326
97 201
181 232
404 100
82 231
388 417
128 152
5 377
357 419
266 325
199 377
172 90
306 415
412 100
218 143
308 59
333 33
417 416
223 411
129 88
20 220
128 283
167 133
16 176
431 78
294 186
35 63
309 57
419 111
138 125
152 317
337 385
80 237
296 368
423 341
370 127
238 134
46 191
67 71
219 154
201 111
191 243
187 14
424 246
355 101
103 331
364 280
82 130
152 304
292 63
166 323
325 173
404 389
381 75
75 270
202 253
227 358
118 32
256 389
114 291
184 86
247 349
426 89
29 241
280 154
183 268
102 427
347 281
68 71
313 321
271 245
302 127
341 413
318 402
367 226
246 80
312 43
19 352
261 346
294 110
211 433
63 188
201 122
364 247
173 313
85 398
241 318
96 340
225 119
296 170
40 63
367 59
74 91
353 352
343 390
376 190
256 191
131 91
30 416
80 61
57 42
412 339
79 63
353 210
131 307
119 253
378 314
211 131
393 241
144 180
182 102
261 188
306 332
258 166
61 182
377 350
364 368
207 433
213 256
138 43
99 240
292 86
294 430
298 330
108 69
90 127
67 75
192 278
124 352
384 307
392 94
182 181
197 23
46 157
77 180
105 290
239 185
152 19
359 335
70 195
121 419
254 112
406 331
322 70
393 383
95 310
104 336
32 194
138 225
186 282
221 425
168 67
167 374
155 254
46 418
210 431
378 180
39 378
75 345
338 116
246 14
191 350
165 372
12 379
312 376
121 237
9 88
54 244
379 136
415 32
119 372
185 260
356 135
156 78
431 211
109 307
422 76
352 12
165 196
298 365
55 195
349 432
107 144
275 195
368 108
220 65
418 384
396 276
49 215
200 138
72 273
86 259
162 201
54 172
226 271
343 374
54 189
374 115
401 120
295 11
190 206
306 247
24 207
198 215
368 122
97 330
293 235
74 88
397 346
367 17
347 375
411 16
120 12
8 349
351 150
211 228
421 173
239 262
329 412
38 412
286 3
200 100
414 47
80 45
137 114
269 374
259 219
393 304
273 208
203 199
6 357
180 257
107 310
404 104
203 243
351 61
340 6
156 179
258 303
273 348
353 301
35 176
17 329
346 57
2 115
155 190
188 276
387 212
365 122
209 60
57 352
431 183
16 63
117 90
119 2
54 100
5 201
265 93
404 394
11 164
416 315
199 255
307 357
80 16
26 366
194 133
257 369
361 149
140 249
261 28
33 366
117 413
264 19
327 187
334 406
270 176
273 365
395 19
269 312
149 337
243 6
420 364
223 50
332 172
333 388
397 401
398 120
32 177
192 46
393 389
113 17
433 366
402 172
100 178
275 127
129 244
290 364
377 3
427 238
380 46
429 324
371 196
425 297
285 430
431 287
407 12
116 25
382 432
151 189
359 210
76 271
287 308
204 201
389 367
302 271
140 16
419 191
274 241
148 360
84 14
160 353
316 236
245 416
11 150
363 228
345 304
49 389
418 84
333 376
88 200
39 75
126 198
331 56
61 213
256 94
245 370
71 96
390 368
140 118
6 163
392 213
415 261
293 280
159 363
139 207
127 82
87 371
188 104
421 380
247 314
79 207
41 186
319 240
79 212
336 256
372 165
226 189
194 3
8 50
4 59
196 398
384 61
393 299
77 183
356 59
50 399
352 40
347 98
283 239
151 302
385 95
52 287
341 399
389 211
348 92
1616 4389
830 388 9829
1598 388 8366
209 1598 7459
1224 388 6615
1029 830 421
759 209 6562
1586 830 5017
1099 1586 501
1308 830 8082
1530 1224 417
930 759 8019
64 1598 64
648 209 7411
857 388 7437
1474 1099 705
114 1474 720
276 1530 9000
1153 830 9642
1050 1598 5357
703 648 4224
1119 1224 2045
779 1598 9515
193 1586 6009
1293 703 5520
588 1050 8035
1533 1530 8442
801 1293 604
1140 1153 4326
1128 1530 6315
426 209 1675
638 209 8713
608 648 4557
1607 1224 1894
18 1128 4802
48 1050 7068
370 1119 7467
1299 1140 3604
1443 64 8593
1231 703 8948
532 114 214
679 703 8934
902 64 3470
397 1050 3542
205 648 8754
722 703 7935
673 209 9269
944 205 3541
591 64 7787
1437 370 9110
190 114 9140
848 276 8652
979 1308 7443
1204 1224 448
4 1050 9430
26 759 4464
161 1299 7791
1118 370 928
1052 193 5955
1184 4 7771
208 388 9674
672 979 2944
1116 1224 16
1463 1443 5515
1034 209 9619
1011 1231 2300
1528 1598 3145
1332 1443 9651
622 18 5457
198 944 5532
1084 848 4740
506 944 2695
920 591 7868
149 1443 3937
232 930 2031
1610 848 7451
248 1224 666
66 1598 5395
904 388 8596
443 1128 3905
621 622 8320
644 979 6031
329 1586 8375
1206 193 1998
234 1293 2189
393 1011 846
1186 1607 8619
1364 1052 1797
402 1533 1854
1159 198 3649
1596 232 9304
1557 1011 5536
513 1528 6114
1543 532 4971
889 1052 6102
1554 506 4596
1307 644 9008
319 1443 824
13 205 6979
1450 1184 7254
726 190 8178
482 402 9554
349 1463 5196
1145 370 2232
245 64 1726
486 48 3512
683 722 6972
242 673 9422
1102 1528 8803
464 486 4395
1374 48 8640
1296 1533 6787
379 920 4886
928 379 3774
762 1598 2296
1093 1140 1533
605 644 1497
1282 193 1873
1289 904 7558
783 889 4747
1520 379 7526
794 443 3027
1220 889 5855
1407 1231 9689
585 64 79
1279 591 4408
1578 679 1375
1536 1450 6510
1422 759 6957
407 1437 3220
738 532 4317
374 397 6586
1126 889 667
260 904 2808
804 149 7901
841 621 1529
1507 738 3941
1254 464 6346
220 1204 6790
72 1052 9118
1373 1507 9263
1047 679 4702
100 779 3299
1154 1596 824
546 1184 7042
1191 1293 2971
444 672 863
1529 1536 6848
1066 72 7118
903 1607 742
634 1422 4634
952 1145 8413
993 242 3735
519 1422 5311
269 260 3042
346 1299 5934
617 903 3625
392 930 7111
1195 149 9618
1593 149 7231
7 486 7745
912 370 1301
352 66 7144
1486 944 563
43 242 2156
943 1520 8959
1388 588 2465
776 1066 2798
127 1195 277
1352 928 1102
1350 397 8161
1027 1543 8310
1100 443 9763
267 1374 9005
1233 683 3248
1478 1332 9990
1132 1443 153
1511 1093 4718
1542 779 2287
1223 1352 9683
922 1554 6058
910 349 4967
1262 4 2795
913 1528 2702
850 1332 5923
435 1373 8700
1346 904 3315
575 1388 4233
89 100 3059
28 1128 7391
740 519 9843
223 190 4287
586 943 4234
1261 1118 6442
1340 28 7711
1023 1332 4330
652 379 9743
1432 1450 3561
752 794 9600
378 1027 9479
1180 1307 1463
559 64 9115
651 1206 6624
1067 1145 7324
1077 444 2979
382 1607 1668
241 1578 6870
70 703 3781
1278 1450 37
1105 1116 4373
298 435 1805
1564 652 3292
1402 208 9572
1193 608 1470
1189 402 2956
94 1596 4706
812 1486 5205
1230 329 6610
1391 382 6516
1201 72 3008
1074 1116 1083
636 1278 1601
1314 72 6455
645 738 3077
143 1520 4835
1490 352 1594
957 1407 7764
78 922 7714
680 1463 3779
330 559 5757
945 519 5048
1227 1180 9231
23 957 8361
63 1224 344
291 1262 7302
33 605 4193
1545 269 9852
32 1542 4276
540 276 2558
1479 608 4826
1612 379 4762
294 1529 7132
1129 32 624
325 161 5434
158 1204 3665
619 1536 9650
108 1374 9616
312 7 8752
333 804 7770
587 319 9080
1098 1129 6806
875 205 962
20 1084 7854
985 1074 5848
195 1364 2672
434 680 186
56 1364 9204
1510 1479 7823
321 726 6466
304 783 4163
261 850 95
65 651 7350
805 66 5360
336 205 4534
219 588 1171
189 4 1396
162 1099 973
215 622 7639
948 434 2665
159 248 3135
1328 349 844
796 1230 9175
1110 776 9069
103 370 2418
1577 1230 7602
863 402 7464
342 1350 4776
789 321 1244
401 1099 1562
306 652 4334
696 1084 5313
255 241 7703
1494 162 7900
774 94 8599
1613 1034 1795
429 26 8352
1470 920 6052
1315 783 980
1209 379 31
1059 1128 1933
1436 948 3062
833 651 6244
1002 114 1986
990 801 8346
1113 1153 3312
339 1470 2370
1524 1479 1181
772 952 5614
285 33 5804
71 875 1148
313 1050 5819
468 382 497
1082 928 6203
551 319 1331
367 1191 8493
1309 65 5601
1225 722 7551
423 779 3262
564 575 6491
15 903 6178
534 143 2287
1458 1206 4479
1217 1110 4068
69 772 527
675 1289 6590
1576 1530 6582
481 540 389
1539 23 9536
572 1084 6999
884 1082 9530
109 464 1023
526 652 994
1039 330 7417
183 534 2290
12 189 2354
556 776 7462
846 1533 2547
536 1002 4532
1460 1545 9521
942 321 8899
545 564 6123
844 63 4159
185 13 5506
719 108 1252
1051 1576 261
1597 48 4641
1158 185 31
290 143 3704
497 66 6909
824 1463 8042
823 789 386
1345 1607 4185
1559 1510 3154
750 294 781
1330 1189 2956
262 1374 5195
1205 683 8458
1183 762 1019
939 94 6326
712 619 5472
592 789 6078
372 902 7854
492 1209 7904
1428 673 3761
660 506 191
236 1330 7191
1473 1346 6873
831 185 9193
1344 262 1449
258 1209 4443
177 703 9429
364 1542 7877
1565 1011 6959
419 66 8063
1173 1437 6028
1318 1189 5676
405 15 3774
119 608 1412
1590 912 488
1249 1296 4405
172 1116 3877
19 223 3215
141 945 1211
1174 846 3664
460 648 503
862 1225 8211
1069 546 7921
201 1249 4166
569 269 7784
1139 952 2638
1049 20 5589
941 943 5280
359 1209 903
326 407 9130
1385 738 9245
552 645 2211
690 1059 8624
1439 1533 5508
981 245 1088
597 1027 4865
1465 1530 7239
1323 703 5663
1497 1126 8537
1054 1077 4093
867 913 3485
887 78 6041
166 942 2009
790 1201 6954
438 617 8407
1359 993 3767
1306 198 1649
1216 943 8954
773 703 1548
416 1473 8033
1170 1578 2594
757 291 1377
1176 94 9033
1322 1254 8385
739 158 80
1226 1195 3068
309 783 4148
22 423 1492
509 942 4666
366 1139 7471
871 1473 6479
995 1223 2054
180 841 3188
951 1226 3891
1361 1359 9509
1333 1206 5871
735 366 1152
111 1578 1358
375 1206 1211
1415 957 8266
698 833 4676
742 1067 9069
1394 1322 7377
1532 56 7705
1444 1437 2225
1601 1470 8335
837 443 7345
371 269 6532
1185 1296 5787
906 1306 8553
1369 804 477
268 1105 6831
1424 534 501
1464 19 9697
1114 205 8155
1347 1364 1947
351 215 6680
395 719 8740
1071 1082 8774
170 1282 9507
1092 1578 4152
1065 1539 2925
461 683 8735
406 1601 2749
1383 1184 782
1375 378 3359
1513 526 9368
819 1610 1117
525 319 8887
1581 1465 325
671 1428 9523
218 1225 7951
320 215 3586
594 1596 9553
73 1174 8413
994 1184 5465
1041 426 4449
115 402 1586
432 703 1853
1476 1216 60
1449 532 4492
295 1195 619
501 910 4110
1302 634 9131
154 19 3520
1266 1593 4204
1324 1473 803
700 1613 3368
968 141 6272
46 619 4670
1263 1494 3661
574 1436 4321
1535 805 992
337 783 2306
1325 1432 7760
1095 1082 2653
1483 1607 1659
341 993 6320
200 837 1056
797 378 7712
175 645 5225
699 232 2980
188 429 5427
983 1437 7477
308 215 6367
512 232 8899
462 1415 1226
1244 990 2772
1163 267 9708
1218 1444 4908
1024 223 9874
163 1361 2400
118 569 8658
1232 867 5486
635 1289 4796
1477 981 176
972 70 8945
991 177 8936
1410 942 4167
1169 1513 8207
1341 1352 4041
1138 1557 1753
1414 1100 1082
748 1051 2608
287 33 9535
1242 945 5223
637 660 4909
471 149 5027
251 312 5391
590 1100 8462
877 329 1751
271 346 5598
1272 1185 970
483 63 2575
969 201 7087
845 12 2202
1368 1391 5153
843 779 9786
186 395 628
647 481 3820
1493 1444 457
272 407 9602
1485 402 2249
498 1041 9610
1155 1232 1769
1531 1483 2699
1044 1601 3174
129 1044 6405
780 546 6965
1286 1586 3315
1553 952 3928
1574 434 2926
886 1613 8908
398 1361 5009
1503 43 976
165 364 6133
925 111 844
211 945 6844
885 1110 5085
1380 910 8504
693 497 9317
1544 261 7995
345 1494 8154
1239 1102 7779
259 319 3325
1357 1318 3178
1061 492 714
489 925 9651
973 272 5077
937 1279 8103
1556 948 3344
422 336 9010
963 648 9197
1512 1100 4944
148 1128 5088
152 735 8398
246 588 698
1298 1011 2271
212 699 1827
125 1092 3219
299 1436 5863
204 981 6971
662 592 469
226 1002 8909
1144 619 9743
905 346 9394
1505 1242 6337
1605 683 89
911 1524 702
1526 161 2283
1518 513 3653
1247 205 6769
463 1153 951
964 1105 6035
596 679 3703
1219 735 2754
1075 118 7783
121 170 1197
517 1465 89
1212 1049 1017
153 1189 7682
1342 911 8540
717 526 2420
1146 255 3106
1589 261 1429
192 1436 6927
1149 1067 99
6 1385 6156
581 699 4251
1502 1586 5644
1525 1470 8667
1540 1061 1031
633 621 8873
479 209 1999
753 889 7175
754 325 9564
1172 71 694
116 867 8935
825 712 976
1572 407 1410
1009 163 4000
1276 622 4068
555 492 8342
57 367 3111
1409 379 9501
301 1463 8373
44 1163 4563
1416 1380 2644
661 920 9811
827 326 4906
966 398 2295
1187 1044 7404
537 588 4835
1137 1009 5830
936 405 6385
1012 699 6674
1615 1483 8047
196 1128 327
1440 1149 7279
1073 569 547
954 1443 948
1550 902 146
247 1598 2348
1434 652 2737
1604 1047 4502
858 1065 3557
1329 1230 5133
1334 342 4478
1469 981 126
749 198 8699
1133 794 2180
731 951 5210
1372 192 1308
113 939 1218
307 1590 5223
1327 698 4255
68 994 7804
1248 863 5276
1397 1450 9673
59 1542 7653
1555 1598 6651
505 979 3632
838 111 7970
356 183 7262
568 1302 5042
538 364 3265
1109 538 4396
553 759 4462
625 180 5121
709 1535 5341
52 569 5362
1120 241 4747
599 1195 3927
901 1364 1228
977 1434 1758
1260 509 7327
547 1298 3349
654 432 7668
452 192 6459
531 1576 7644
178 1137 1168
1303 367 9519
86 1073 6300
826 1483 926
1573 823 3597
1419 505 2850
725 750 7529
1429 196 6664
521 740 5009
1127 1129 576
1467 165 7979
578 1394 5930
744 555 1911
449 1359 7234
495 1341 955
1319 545 8467
53 825 6518
490 1604 9320
1088 113 2516
1365 1544 5642
1354 1365 150
440 964 7474
1481 838 7838
136 1153 646
1386 581 8544
611 922 9960
1214 407 3067
96 1105 8172
1079 1185 2578
446 204 2874
869 801 4282
1349 824 6262
1004 1059 633
1190 712 1857
1031 103 5020
1063 127 5019
1336 258 8640
1192 719 4708
567 201 2243
720 1110 7346
123 1218 5274
197 158 1230
656 1323 3365
389 712 5769
137 536 3303
1264 1486 3704
940 645 3611
851 196 747
743 944 228
1030 185 5151
1143 1071 5478
17 1308 19
811 271 605
570 78 6055
1423 1577 4021
1076 1432 5684
263 534 3482
1390 790 674
707 1109 9016
1228 1490 2699
182 1564 4672
99 163 8014
1448 1114 6642
711 211 2088
47 1224 331
381 94 5962
561 1357 5189
107 312 805
49 211 3234
133 352 9022
934 56 1234
815 1476 2211
1068 635 2452
959 790 641
1508 983 4195
173 339 2363
1287 325 9079
1310 172 8096
1466 759 9622
860 26 9407
1022 959 9445
1040 680 2512
1366 1067 6154
194 680 6289
1060 1419 7424
403 1593 5525
1130 1386 5029
1043 1380 5849
122 294 206
1171 319 2039
873 158 509
1381 749 8882
1097 993 6992
929 1437 5761
896 308 6085
775 1544 6417
692 1004 7785
428 1079 3552
908 1386 4408
932 1524 7684
76 1029 8605
1251 63 335
297 564 2243
760 957 7559
377 517 7838
1426 599 8721
767 608 4931
733 1535 1358
37 1308 1773
50 1372 2539
777 298 7023
144 561 5220
1404 1327 4228
85 125 6198
1527 526 3992
485 53 3874
1215 656 1258
1401 434 9202
286 186 5297
631 1076 6164
437 195 1928
931 1460 6896
1378 1474 9028
899 1183 6060
233 260 8212
724 407 6404
523 247 4738
1506 680 2464
331 1067 2781
314 943 9510
676 246 2495
146 553 1883
279 931 3275
628 1539 6004
1305 1308 1230
1291 538 4361
150 850 1451
798 1545 6927
515 506 7066
584 952 2625
181 49 4441
1070 934 9824
35 1172 6207
214 536 4630
289 1024 3994
1196 1077 9424
296 1581 5270
1037 1065 4031
101 1118 4751
836 336 1716
688 774 6881
11 1479 3967
451 1119 7037
1405 1443 5887
1294 1307 3367
710 1589 6965
686 149 6315
864 440 8437
778 209 3394
124 1279 4600
626 1361 60
874 1114 2647
292 501 7325
1358 911 2374
1179 1149 9265
1198 428 8473
705 591 9775
5 342 9688
1086 405 2065
77 656 8628
614 490 1207
758 339 5934
1566 192 5528
769 1209 3896
840 1201 6619
1420 15 4504
25 896 4725
539 158 3225
300 877 6204
1588 711 6431
1273 584 5556
1585 342 1665
1221 857 6852
643 294 6339
669 486 705
1151 513 3754
1616 995 6219
1571 910 6257
1317 837 2139
563 123 3897
528 776 9883
632 1307 2765
814 536 8033
1387 1227 6293
956 124 5529
933 401 4240
445 1505 5471
1182 1588 4094
281 1536 5446
878 398 8479
822 336 8140
852 1069 9168
974 517 2523
27 1317 4347
926 342 6770
890 1079 6691
139 887 869
315 1428 3503
81 307 6576
984 381 1105
817 1071 5733
303 209 8914
1592 379 3791
1229 107 6914
1167 777 4696
1271 1009 57
702 247 9480
914 432 7716
1425 1037 7905
1600 426 7661
439 564 9783
1509 1205 3278
155 587 7278
487 64 5502
216 920 2190
1053 1309 1193
1411 1425 983
1268 1597 3388
496 874 8420
961 635 3460
949 540 4800
620 397 1580
630 925 2860
1515 896 2916
1125 481 2861
390 136 2173
658 1126 9195
1008 1329 7323
1207 1415 2345
1136 498 9626
986 1008 6034
1562 437 6296
1611 401 3769
872 182 7105
1495 528 7551
923 1289 9587
1461 197 1105
958 136 156
813 271 7432
678 1070 5227
474 1189 1146
1482 534 6499
598 1163 2923
640 1136 5165
399 673 9973
1236 1307 3723
110 214 7656
1194 630 7744
179 515 1266
701 435 1568
1400 1613 775
507 908 5516
380 1172 9685
353 439 7339
1036 177 5377
324 186 18
657 1074 5940
266 1308 4946
664 201 4111
500 914 433
1433 71 1
385 757 6178
527 1544 2048
667 1564 6756
612 1268 646
369 1129 7750
3 1184 5454
1418 1615 7624
729 1217 3482
40 1174 6932
224 481 9043
1500 509 7975
1301 753 2267
418 725 9557
230 722 9103
126 1571 7989
1211 438 9538
1057 1500 3998
1343 99 5261
1331 1576 6912
104 1342 6448
1521 1040 7149
1575 177 9517
1300 474 4134
529 1205 6015
1056 1114 8494
1337 1474 209
1321 325 5884
97 932 6176
491 527 6158
800 886 8827
1020 66 6848
1200 1493 9569
1237 840 7584
1048 933 7506
1032 1443 9599
1567 165 7189
1456 952 4034
322 536 4230
764 626 2076
1046 594 6170
978 1169 1023
145 774 7992
1045 551 7787
682 1200 5411
387 1206 8577
472 954 9620
1614 496 7978
1492 1159 6434
865 1169 8817
1150 724 9148
257 434 4163
441 830 6322
1161 559 7371
140 1170 3025
714 378 2904
524 395 4768
417 1458 1109
167 107 5710
715 173 1329
541 180 7780
83 1298 6137
480 621 6850
882 1120 103
24 1198 8815
176 1494 1903
1014 63 4350
508 780 5756
239 1474 2784
1602 526 9638
615 1125 9246
1089 1190 7337
861 201 9510
1609 125 5639
1582 1509 6359
1491 709 9208
1090 1159 1809
41 1349 3219
61 878 7475
80 406 3197
542 279 6999
1445 1321 3536
788 984 582
1265 931 1143
1131 1011 1034
1091 1089 2302
1475 61 4925
1591 1150 685
1351 1020 7471
947 314 1810
1297 241 526
516 545 5724
222 1137 1208
554 1190 5952
1472 775 343
1250 1378 1465
1 1219 8381
425 1303 9849
488 744 5789
1081 1515 9789
1208 944 7875
343 1059 8042
806 862 5426
10 590 1556
191 680 583
274 1045 8814
829 209 5213
641 1198 6850
1442 1180 7429
1290 1527 8267
639 1540 5374
1202 1528 3986
695 1308 6225
793 1116 4203
456 100 6952
447 297 1670
1234 1307 1446
265 1378 4870
1431 585 9730
888 778 1432
606 1574 7478
1580 729 1415
580 1515 1342
1599 489 330
1459 166 5712
243 1460 1680
766 1183 9579
856 914 2516
1538 100 7621
751 922 2263
1498 872 2248
1356 1512 3833
955 1251 5437
34 1414 4195
1547 1372 4662
1243 508 5766
987 53 2281
1103 621 1105
237 1500 6511
203 1444 5211
168 1044 4303
1568 299 4683
1396 647 3247
1522 534 1829
1042 1201 5060
593 679 3515
1134 775 5721
157 1300 1272
734 314 4225
579 1616 7633
361 1209 4530
1441 882 5297
530 175 1365
376 1364 4462
476 500 9278
1096 1272 4324
859 581 5482
721 185 6188
1395 57 27
1370 701 6025
799 197 8177
30 1494 3397
895 1031 8066
1010 936 2766
732 78 466
1108 1345 4895
1107 767 7421
1280 644 9054
745 1091 6786
893 798 341
249 1036 2505
1245 568 2716
1412 1262 6895
409 3 2858
60 403 8385
708 349 5829
323 1201 3936
277 1470 2164
302 724 7911
1311 1524 3016
510 68 313
1135 1396 5487
273 774 7140
976 840 9695
1548 1014 1465
685 1051 8255
522 1510 2323
1594 652 6635
589 657 435
839 299 1632
741 237 5183
164 214 2925
795 392 6329
604 422 3862
736 651 5127
1595 277 2752
684 1576 517
1484 218 4541
1241 869 1753
803 1293 4952
834 1525 5190
499 429 10
270 241 6805
1270 1032 8837
1147 683 1623
1453 1037 4164
1197 1133 6524
1252 1133 1509
1551 486 1450
1348 63 5465
